anime_id,Name,Score,Genres,Episodes
46366,Lei Bi Baobei Yu Ha Pai Leyuan,UNKNOWN,Fantasy,48
46367,Zhonghua Da Jiangtan,UNKNOWN,UNKNOWN,22
46368,Chong Chong Jihua,UNKNOWN,Fantasy,52
46369,Senlin Yizu,UNKNOWN,UNKNOWN,12
46370,Arnold and Kerry,UNKNOWN,UNKNOWN,50
46371,Jin Luohao,UNKNOWN,Fantasy,52
46372,Yabo He Wen Li De Yiwen,UNKNOWN,UNKNOWN,26
46373,Shuxue Long,UNKNOWN,UNKNOWN,60
46374,Longgu Shan,UNKNOWN,UNKNOWN,26
46375,Yunlong Chuanqi: Jiulong Zhan Ji,UNKNOWN,UNKNOWN,26
46376,Kuangshi Qi Xia,UNKNOWN,Fantasy,50
46378,Nonodo De Shujia,UNKNOWN,UNKNOWN,60
46380,Wudi YoYo,UNKNOWN,Fantasy,100
46381,Shinkansen Henkei Robo Shinkalion Z the Animation,6.29,"Action, Sci-Fi",41
46384,Ding Laotou He Jiong GG,UNKNOWN,Comedy,18
46385,Xi Xiao Yijia Qin,UNKNOWN,Comedy,52
46386,Bobo Lixian Ji,UNKNOWN,"Adventure, Fantasy",52
46387,Zhiduo Xingjimu,UNKNOWN,UNKNOWN,72
46388,Xiao Chaoren Dui,UNKNOWN,Sci-Fi,26
46389,Xiao Ciwei Lan Doudou,UNKNOWN,UNKNOWN,26
46390,Kaixin Nangua Cun,UNKNOWN,UNKNOWN,200
46391,Waixingren Xiao Nano,UNKNOWN,UNKNOWN,52
46392,Fengyun Qi Dui,UNKNOWN,"Fantasy, Sports",26
46393,Yule Zong Dong Yuan,UNKNOWN,Comedy,101
46395,Xianggu Teqin Dui: Guoshu Xiao Yingxiong,UNKNOWN,UNKNOWN,42
46396,Xianggu Teqin Dui: Ni Xi Xianggu Zhen,UNKNOWN,UNKNOWN,42
46397,Xianggu Teqin Dui: Gangtie Xingqiu de Mimi,UNKNOWN,UNKNOWN,26
46398,Xianggu Teqin Dui: Huluobo Ruqin,UNKNOWN,UNKNOWN,42
46399,Xianggu Teqin Dui: Yingxiong Guilai,UNKNOWN,UNKNOWN,42
46400,Ben Ben You Youji,UNKNOWN,UNKNOWN,50
46401,Ben Ben You Youji: Chuanyue Huaxia,UNKNOWN,UNKNOWN,42
46402,Ben Ben You Youji: Mala Xialingying,UNKNOWN,UNKNOWN,50
46403,Tunshu Buluo,UNKNOWN,Fantasy,52
46404,Kuku Xiaoji Zheng Zhuan: Gou Gou Dao,UNKNOWN,Fantasy,208
46405,Kaixin Guo De Luse Jiayuan: Haha Senlin,UNKNOWN,Fantasy,52
46406,Tu Baobao Yu Hu Xingxing,UNKNOWN,Fantasy,50
46407,Koala Kai Xue La,UNKNOWN,UNKNOWN,150
46408,Gou Gou Xiongxiong Le Fantian,UNKNOWN,Fantasy,70
46409,Wuxia Liezhuan,UNKNOWN,UNKNOWN,237
46410,Qu Yuan Huicui,UNKNOWN,Comedy,247
46411,Jiong Le Hui,UNKNOWN,UNKNOWN,42
46413,Pao Pao Yu Di Meili Shenghuo,UNKNOWN,Fantasy,52
46414,Jimu Gushi Hui,UNKNOWN,Fantasy,26
46420,Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,7.13,"Action, Adventure, Fantasy",1
46422,Niehime to Kemono no Ou,7.24,"Fantasy, Romance",24
46423,Qi Qu Shijie,UNKNOWN,UNKNOWN,50
46424,Qi E Buluo,UNKNOWN,Fantasy,115
46425,Duan Wei Gou: Pangxie Zhanzhu,UNKNOWN,Fantasy,60
46426,Shenqi De Baoshi,UNKNOWN,Fantasy,300
46427,Hanzi Da Zuozhan,UNKNOWN,UNKNOWN,104
46429,Jia You Huobao,UNKNOWN,UNKNOWN,84
46430,Chaoji Da Lotto,UNKNOWN,Comedy,325
46431,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",7.58,"Comedy, Romance",1
46432,Ruyi Daoshang de Xiao Jingling,UNKNOWN,UNKNOWN,52
46433,Meishu Guan Zhi Ye: Jindai Zhongguo Meishu Pian,UNKNOWN,UNKNOWN,299
46434,Meishu Guan Zhi Ye: Jindai Guowai Meishu Pian,UNKNOWN,UNKNOWN,267
46435,Meishu Guan Zhi Ye,UNKNOWN,UNKNOWN,100
46436,Zuoyou Nao Zhili Kaifa,UNKNOWN,Fantasy,64
46437,Bobby Lu,UNKNOWN,UNKNOWN,26
46440,Ji Ji Zaza,UNKNOWN,UNKNOWN,28
46441,Conglin Lixian,UNKNOWN,Fantasy,26
46442,Haiyang Xiao Huoban,UNKNOWN,Fantasy,26
46445,Ka Le Lala,UNKNOWN,UNKNOWN,60
46446,Jimu Zhi Dou Lei Ren Shu,UNKNOWN,Fantasy,52
46447,Sanguo Yanyi,UNKNOWN,"Action, Drama, Supernatural",40
46448,Xiao Chong Chong You Da Zhihui,UNKNOWN,Fantasy,104
46449,Bai Li Xiong,UNKNOWN,Fantasy,26
46450,Bai Li Xiong: Shenmi Hei Yi Ren,UNKNOWN,Fantasy,26
46451,Bai Li Xiong: Meili de Da Senlin,UNKNOWN,Fantasy,26
46452,Bai Li Xiong: Yunwu Shan De Mimi,UNKNOWN,Fantasy,26
46453,Shouwei Mayi Cun,UNKNOWN,Fantasy,59
46456,Kele Gou,UNKNOWN,Comedy,100
46457,Shuihu Yingxiong Liezhuan,UNKNOWN,Comedy,52
46458,Zi Baobao Leyuan,UNKNOWN,UNKNOWN,100
46460,Da Zui Tu Shuo Gushi,UNKNOWN,Fantasy,48
46461,Balagencang Chuanqi,UNKNOWN,UNKNOWN,20
46462,Shaonian Sima Guang,UNKNOWN,UNKNOWN,78
46463,Bai Ji Xuetang,UNKNOWN,UNKNOWN,52
46464,Cai Shang Baodian,UNKNOWN,Fantasy,30
46467,Guoran Yi Ting,UNKNOWN,Fantasy,52
46468,Yuanlai Shi Zheyang,UNKNOWN,UNKNOWN,104
46469,Xiaoyao You Shijie,UNKNOWN,UNKNOWN,52
46471,"Tantei wa Mou, Shindeiru.",6.37,"Comedy, Mystery, Romance",12
46472,Gushi Zhentou,UNKNOWN,UNKNOWN,52
46474,Budai Heshang Yun Youji: Kanghong Fengyun,UNKNOWN,Fantasy,36
46475,Jiangziya Zhi Shang Hu Chuanshuo,UNKNOWN,Fantasy,52
46478,Jisu Shaonian,UNKNOWN,Sports,50
46479,Xuanfeng Sudu,UNKNOWN,UNKNOWN,52
46485,Huanle Zhi Cheng,UNKNOWN,Fantasy,52
46488,Tai-Ari deshita.: Ojou-sama wa Kakutou Game nante Shinai,UNKNOWN,"Comedy, Girls Love",UNKNOWN
46491,Santa Company: Manatsu no Merry Christmas,5.24,Fantasy,1
46494,Yun Qi Feixing Riji,UNKNOWN,Fantasy,78
46495,Yun Qi Feixing Riji 2,UNKNOWN,Fantasy,78
46496,Yun Qi Feixing Riji 3,UNKNOWN,Fantasy,78
46499,Hong Hai Er Yu Daxueyuan,UNKNOWN,Fantasy,208
46500,Hong Hai Er: Papa Wa Xun Shi Ji,UNKNOWN,Fantasy,52
46501,Cangshu Leyuan,UNKNOWN,Fantasy,52
46502,Jin Tong Wang Shijie,UNKNOWN,UNKNOWN,26
46503,Shengri Meng Jingling,UNKNOWN,Fantasy,104
46504,Tao Donghua Pian,UNKNOWN,Fantasy,102
46505,Gaotie Xia,UNKNOWN,UNKNOWN,50
46506,Guaiwu Shan,UNKNOWN,UNKNOWN,104
46507,Chaohu Chuanshuo,UNKNOWN,Adventure,11
46509,Bang Bang Quwei Yingyu,UNKNOWN,UNKNOWN,150
46510,Noah Dongwu Zhensuo Bingli Jilu Bu,UNKNOWN,Comedy,10
46511,Congming Lun Wen Xu,UNKNOWN,UNKNOWN,78
46512,Kuaile Xiao Fang Lian,UNKNOWN,UNKNOWN,260
46513,Hua Jingling Zhandui,UNKNOWN,UNKNOWN,30
46514,Lily Xun Yi,UNKNOWN,Comedy,30
46519,Yongchun Baihe Quan: Wuse Yu Chuanqi,UNKNOWN,UNKNOWN,26
46520,Shaonian Tejing Dui,UNKNOWN,Adventure,52
46521,Mimi Zhao Mama,UNKNOWN,UNKNOWN,46
46522,Kaka Lixian Ji,UNKNOWN,Adventure,52
46524,Jueshi Tu: Qihuan Zhi Lu,UNKNOWN,UNKNOWN,52
46525,Jueshi Tu II: Yongheng Zhi Qu,UNKNOWN,UNKNOWN,52
46526,Haoqi Tan Zhang,UNKNOWN,Fantasy,52
46527,Lulu and Zhu Zhu,UNKNOWN,Fantasy,18
46528,Shaonian Hua Tuo,UNKNOWN,UNKNOWN,52
46529,Kaixin Lianlian Kan,UNKNOWN,Fantasy,100
46530,Xiao Chong Leshi,UNKNOWN,Fantasy,52
46531,Jimu Xiao Zhandui,UNKNOWN,Fantasy,50
46532,Rang Xiangxiang Fei,UNKNOWN,UNKNOWN,300
46535,Xunzhao Xiao Tianshi,UNKNOWN,UNKNOWN,26
46536,Xiongmao Zou Tianya,UNKNOWN,UNKNOWN,104
46537,Dazhi You Huashuo,UNKNOWN,UNKNOWN,360
46539,Xingqiu Weishi,UNKNOWN,UNKNOWN,52
46540,Konglong Baobao Man Youji: Wenming Baodian,UNKNOWN,UNKNOWN,72
46541,Konglong Baobao Man Youji: Wo Ai Wojia,UNKNOWN,UNKNOWN,144
46542,Hanzi Hu Xiao Xia,UNKNOWN,UNKNOWN,80
46547,Chufa Ba Lu Qi,UNKNOWN,UNKNOWN,52
46548,Tu Bo Shu de Shenghuo,UNKNOWN,UNKNOWN,52
46549,Huanle Zhen de Huanle Gushi,UNKNOWN,UNKNOWN,24
46553,Jiqiren Dou Dou: Dou Dou Tongnian Zhi,UNKNOWN,UNKNOWN,54
46554,Jiqiren Dou Dou: Dou Dou Xhengzhang Ji,UNKNOWN,UNKNOWN,54
46555,Jiqiren Dou Dou: Huanle Dou Dou Ji,UNKNOWN,UNKNOWN,54
46556,Jiqiren Dou Dou: Dou Dou Rizhi Lu,UNKNOWN,UNKNOWN,54
46557,Dian Dian Gou,UNKNOWN,UNKNOWN,65
46559,Kuaile Yoube,UNKNOWN,UNKNOWN,160
46560,Tunshu Jiating Xiaoyuan Anquan Xilie,UNKNOWN,UNKNOWN,75
46561,Tunshu Zhen Huwai Anquan Ji Zijiu Zi Hu Xilie,UNKNOWN,UNKNOWN,75
46562,Tunshu Xiao Zhen: Le You Da Shijie,UNKNOWN,UNKNOWN,75
46563,Tunshu Zhi Shi Wan Ge Weisheme,UNKNOWN,UNKNOWN,26
46564,Tunshu Zhen Kuaile Shenghuo: Yanyu Leyuan,UNKNOWN,UNKNOWN,96
46565,Bu Erduo De Gushi,UNKNOWN,UNKNOWN,52
46566,Haixing Xiongdi,UNKNOWN,UNKNOWN,68
46567,Senlin Hao Huoban: Kuaile Shenghuo,UNKNOWN,UNKNOWN,58
46569,Jigokuraku,8.26,"Action, Adventure, Fantasy",13
46570,Kuaile Baobei: Bai Bian Zimu,UNKNOWN,UNKNOWN,26
46571,Kuaile Baobei: Huoli Jiating,UNKNOWN,UNKNOWN,20
46572,Kuaile Baobei: Xingqu Mofang,UNKNOWN,UNKNOWN,26
46573,Kuaile Baobei: Duocai Shenghuo,UNKNOWN,UNKNOWN,20
46574,Kuaile Baobei: Huanle Jiaqi,UNKNOWN,UNKNOWN,20
46575,Kuaile Baobei: Cheng Chang Riji,UNKNOWN,UNKNOWN,20
46576,Kuaile Baobei: Duo Mi Chengzhang Ji,UNKNOWN,UNKNOWN,80
46577,Qi Qu Gong Fang: Jianzhi Baodian,UNKNOWN,UNKNOWN,42
46578,Qi Qu Gong Fang: Shougong Baodian,UNKNOWN,UNKNOWN,42
46579,Qi Qu Gong Fang: Buyi Shougong Baodian,UNKNOWN,UNKNOWN,42
46580,Qi Qu Gong Fang: Keji Shougong Baodian,UNKNOWN,UNKNOWN,42
46581,Qi Qu Gong Fang: Zhezhi Baodian,UNKNOWN,UNKNOWN,42
46582,Qi Qu Gong Fang: Mofa Qiqiu Baodian,UNKNOWN,UNKNOWN,42
46583,Tunshu Xuetang: Chengyu Gushi,UNKNOWN,UNKNOWN,75
46584,Tunshu Xuetang: Jim Baike Changshi,UNKNOWN,UNKNOWN,75
46587,Tenchi Souzou Design-bu: Idea 13,7.21,"Comedy, Fantasy",1
46588,Dao Zhi,UNKNOWN,Avant Garde,1
46590,Tian Tian Quan Baobei: Gongfu Xueyuan,UNKNOWN,UNKNOWN,25
46591,Tian Tian Quan Baobei: Feixing Leyuan,UNKNOWN,UNKNOWN,25
46592,Tian Tian Quan Baobei: Mifeng Huayuan,UNKNOWN,UNKNOWN,25
46594,Tian Tian Quan Baobei: Saiche Xiao Zhen,UNKNOWN,UNKNOWN,25
46595,Fu Le Xunbao Lixian Ji,UNKNOWN,UNKNOWN,52
46596,Xiqu Donghua Jijin,UNKNOWN,UNKNOWN,14
46597,Feichang Xiaozi Ma Ming Jia,UNKNOWN,UNKNOWN,104
46599,Xiaohu Da Guanjia,UNKNOWN,UNKNOWN,80
46600,Baosheng Dadi: Qi Er Duo Bao,UNKNOWN,UNKNOWN,52
46601,Suzy Dongwuyuan,UNKNOWN,UNKNOWN,26
46602,Kuaile de Allocca,UNKNOWN,UNKNOWN,60
46603,Lele Hu de Jia,UNKNOWN,UNKNOWN,42
46604,Dolls' Frontline,5.88,"Action, Drama, Sci-Fi",12
46615,Hao Haizi Xiao Ketang,UNKNOWN,UNKNOWN,98
46616,Qin Qin Xiao Ke,UNKNOWN,UNKNOWN,52
46619,Xingfu Zai Shenbian: Dangdai Leifeng Guomingyi De Gushi,UNKNOWN,UNKNOWN,26
46620,Tiexue Yang Jia Jiang,UNKNOWN,UNKNOWN,50
46621,Gang Zi Tegong Dui,UNKNOWN,UNKNOWN,100
46623,Long Gui: Long Xing Tianxia,UNKNOWN,UNKNOWN,52
46625,Qingqing Qi E Leyuan,UNKNOWN,UNKNOWN,26
46626,Da Erduo Yeye Lixian Ji,UNKNOWN,UNKNOWN,52
46627,Feiyue Wuqian Nian,UNKNOWN,UNKNOWN,50
46630,Jue Ding,UNKNOWN,Comedy,26
46633,A Mi Luo: Ge Hai Qi Yuan,UNKNOWN,UNKNOWN,13
46634,A Mi Luo: Kongzhong Dalu,UNKNOWN,UNKNOWN,13
46635,Kuaile Shi Nengliang,UNKNOWN,UNKNOWN,28
46636,Can Bao,UNKNOWN,UNKNOWN,104
46637,Shang Sheng Fanli,UNKNOWN,UNKNOWN,52
46638,Zhu Cheng Man Youji,UNKNOWN,UNKNOWN,100
46639,Liu Xing Huan Jian,5.46,"Action, Fantasy",60
46640,Ba Ke Yachi Shai Taiyang,UNKNOWN,UNKNOWN,104
46641,Wu Shui Qi Yuan Mingzhu Chuan,UNKNOWN,Fantasy,26
46643,Tou Xing Jiu Yue Tian: Tongnian Gushi,UNKNOWN,Comedy,26
46644,Tou Xing Jiu Yue Tian: Zhentan Xueyuan,UNKNOWN,Comedy,52
46646,Jizhan Qi Lun,UNKNOWN,UNKNOWN,125
46650,Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,6.43,Fantasy,1
46652,Duel Masters King!,UNKNOWN,"Action, Adventure, Comedy, Fantasy",43
46654,IDOLiSH7 Third Beat! Part 2,8.3,Drama,17
46657,Ji Jia Xuanfeng Jizhan Pian,UNKNOWN,Action,6
46658,Ji Jia Xuanfeng: Xingji Haidao,UNKNOWN,Action,5
46659,Shizi,UNKNOWN,UNKNOWN,120
46661,Tu Xiao Bei Gushi,UNKNOWN,UNKNOWN,284
46662,Tu Xiao Bei Anquan Jiaoyu Donghua,UNKNOWN,UNKNOWN,95
46663,Tu Xiao Bei Chengyu Gushi,UNKNOWN,UNKNOWN,90
46665,Tu Xiao Bei: Dongwu Qi Yuan,UNKNOWN,UNKNOWN,43
46666,Tu Xiao Bei: Shenqi de Da Ziran,UNKNOWN,UNKNOWN,42
46667,Tu Xiao Bei Yuyan Gushi,UNKNOWN,UNKNOWN,50
46673,Tu Xiao Bei Gongyi Guanggao,UNKNOWN,UNKNOWN,177
46674,Tu Xiao Bei Shuxue Ketang,UNKNOWN,UNKNOWN,51
46675,Tu Xiao Bei You Er Gushi (Qimeng Ban),UNKNOWN,UNKNOWN,10
46676,Tu Xiao Bei Shuxue Qimeng,UNKNOWN,UNKNOWN,51
46677,Tu Xiao Bei Xiaoxue Gushi,UNKNOWN,UNKNOWN,30
46678,Tu Xiao Bei Chengyu Xuetang,UNKNOWN,UNKNOWN,50
46683,Shentong Xiang Tuo,UNKNOWN,UNKNOWN,60
46687,Jian Mu Chuanqi,UNKNOWN,Fantasy,13
46688,Fengkuang Xiao Tang,UNKNOWN,UNKNOWN,52
46689,Fengkuang Xiao Tang 2nd Season,UNKNOWN,UNKNOWN,52
46690,Fengkuang Xiao Tang 3rd Season,UNKNOWN,UNKNOWN,52
46691,Fengkuang Xiao Tang 4th Season,UNKNOWN,UNKNOWN,30
46692,Fengkuang Xiao Tang 5th Season,UNKNOWN,UNKNOWN,30
46693,Fengkuang Xiao Tang 6th Season,UNKNOWN,UNKNOWN,30
46694,Qicai Shijie,UNKNOWN,UNKNOWN,26
46695,Kuaile Meng Duo Duo,UNKNOWN,UNKNOWN,104
46698,Chengzi Gushi,UNKNOWN,UNKNOWN,12
46699,Ben Ben de Xingfu Shenghuo: Xingfu Huayuan,UNKNOWN,UNKNOWN,50
46700,Ben Ben de Xingfu Shenghuo: Kaixin Linju,UNKNOWN,UNKNOWN,50
46701,Yubisaki kara Honki no Netsujou 2: Koibito wa Shouboushi,6.28,"Comedy, Romance, Hentai",8
46702,Liyuanba Biezhuan,UNKNOWN,UNKNOWN,10
46703,Shaonian Wangyangming,UNKNOWN,UNKNOWN,12
46704,Lanting Xiao Jingling,UNKNOWN,Fantasy,52
46705,Xiao Wan Pi,UNKNOWN,UNKNOWN,26
46706,Tantan Xiao Dongyuan,UNKNOWN,UNKNOWN,104
46707,Kung Fu Jiazu: Ben Ben Shu,UNKNOWN,UNKNOWN,30
46709,Taiji Kedou Chengzhang Ji: Baishi Xi Wu Pian,UNKNOWN,UNKNOWN,52
46710,Chaoji Pipico,UNKNOWN,UNKNOWN,52
46711,Songshan Qi Yuan,UNKNOWN,UNKNOWN,26
46712,Jingling Ai Ya Jiangtang,UNKNOWN,UNKNOWN,20
46713,Jingling Ai Ya Jiangtang: Kouqiang Jiankang Zhishi,UNKNOWN,UNKNOWN,20
46714,Yaya Jingling Zhandui,UNKNOWN,UNKNOWN,20
46716,Bei Wa Xue Zhongwen Hai Xiao Dongwu,UNKNOWN,UNKNOWN,25
46717,Xiaohe Li Beva,UNKNOWN,UNKNOWN,24
46718,Beva Gushi,UNKNOWN,UNKNOWN,40
46719,Beva Qimeng Yingwen Yanse,UNKNOWN,UNKNOWN,40
46721,Yi Tang Xiao Gushi,UNKNOWN,UNKNOWN,80
46722,Du Du Xiao Bashi: Ciyu Chengbao,UNKNOWN,UNKNOWN,80
46723,Du Du Xiao Bashi: Jiankang Pian,UNKNOWN,UNKNOWN,80
46724,Du Du Xiao Bashi: Hanzi Chengbao,UNKNOWN,UNKNOWN,80
46725,Du Du Xiao Bashi: Shuxue Chengbao,UNKNOWN,UNKNOWN,80
46726,Du Du Xiao Bashi Zhi Cheng Chang Pian,UNKNOWN,UNKNOWN,80
46727,Nushen De Sheng Dou Shi,UNKNOWN,Comedy,12
46728,Babu Dou,UNKNOWN,UNKNOWN,52
46729,Da Jing Xiao Guai,UNKNOWN,"Comedy, Horror",2
46731,Meng Jiangnu,UNKNOWN,UNKNOWN,30
46732,Meng Jiangnu (2018),UNKNOWN,UNKNOWN,26
46735,Chocomatsu-san: Valentine's Day-hen,5.86,Comedy,3
46736,Zhongwai Mingren Chengzhang Gushi,UNKNOWN,UNKNOWN,56
46737,Xing Zi Xiao Chu Shen,UNKNOWN,"Fantasy, Gourmet",40
46738,Tu Boshi Yu Xiaojin Dou,UNKNOWN,UNKNOWN,20
46740,Peng Peng Huan Youji,UNKNOWN,UNKNOWN,28
46741,Taigong Qi Shu,UNKNOWN,UNKNOWN,26
46742,Ju Neng Zi,UNKNOWN,Fantasy,13
46743,Hei Dou Mu Zi Qiyu Ji,UNKNOWN,UNKNOWN,26
46744,Xiao Fan Gongzuo Ji,UNKNOWN,UNKNOWN,20
46745,Mumu Xiong Huanqiu Tansuo,UNKNOWN,"Adventure, Fantasy",365
46746,Doudou Yuzhou Da Maoxian,UNKNOWN,Fantasy,26
46747,Tulou Tanxian: Niuniu He Niuniu,UNKNOWN,Fantasy,26
46748,Xing Da Donghua Xilie: Shuguo Leyuan,UNKNOWN,UNKNOWN,26
46749,Tongzi Chuanqi,UNKNOWN,UNKNOWN,52
46750,Tongzi Chuanqi: Jixiang Zhongguo,UNKNOWN,UNKNOWN,52
46751,Tongzi Chuanqi: Da Nao Zhao Cai Dao,UNKNOWN,UNKNOWN,52
46752,Tongzi Chuanqi: Zhao Cai Dao Zongdongyuan,UNKNOWN,UNKNOWN,52
46753,Xiao Zhu Waiwai,UNKNOWN,UNKNOWN,52
46754,Dan Baobao Riji,UNKNOWN,UNKNOWN,85
46755,Tegong Tu: Xin De Maoxian,UNKNOWN,Fantasy,20
46756,Tegong Tu: Shenmi De Wangzhan,UNKNOWN,Fantasy,20
46757,Tuzi Moli,UNKNOWN,Fantasy,34
46758,Yi Tang Piyingxi Sunzi Bingfa,UNKNOWN,UNKNOWN,100
46759,Yu Liu Li,UNKNOWN,UNKNOWN,36
46760,Caise Dou Yuan,UNKNOWN,Fantasy,52
46761,Xiaoqiang Yijia,UNKNOWN,UNKNOWN,6
46763,Buding Xiao Zhen: Chengyu Juchang,UNKNOWN,Fantasy,75
46764,Buding Xiao Zhen: Quwei Zhishi Wu,UNKNOWN,Fantasy,72
46765,Buding Xiao Zhen: Baike Changshi Ketang,UNKNOWN,Fantasy,75
46766,Buding Xiao Zhen: Anquan Changshi Ketang,UNKNOWN,Fantasy,75
46767,Fu Guo Xi Mei Kepu Xiao Yuandi,UNKNOWN,UNKNOWN,200
46769,Xingxing Muchang: Xingxing de Haizi,UNKNOWN,Fantasy,52
46770,Xingxing Muchang: Ban Ni Chengzhang,UNKNOWN,Fantasy,52
46771,Xingxing Muchang: Mengxiang de Liliang,UNKNOWN,Fantasy,52
46772,Xingxing Muchang: Xingfu Jiayuan,UNKNOWN,Fantasy,52
46773,Can Wa Yu Tianchi Guaishou,UNKNOWN,Fantasy,78
46784,Zhili Shuxue Da Pengche,UNKNOWN,UNKNOWN,81
46785,Minghua Shen Jian Lixian Ji,UNKNOWN,UNKNOWN,30
46786,Meng Hui Gu Su Cheng: Shiluo Di Ditu,UNKNOWN,Fantasy,20
46787,Xiao Tianshi Yu Boss Zhang,UNKNOWN,Comedy,8
46788,Maiya Wang Ertong Chengzhang Jiaoyu Donghua,UNKNOWN,UNKNOWN,20
46789,You Er Richang Shenghuo Daquan,UNKNOWN,UNKNOWN,8
46790,Amu Gou He Dingding Mao,UNKNOWN,UNKNOWN,49
46793,You Bei Zaojiao Zongdongyuan,UNKNOWN,UNKNOWN,30
46794,Xing Da Xing Donghua Xilie Zhi Huanle Xiu,UNKNOWN,UNKNOWN,18
46795,Man Jie Guoxue Xilie: Yuyan Gushi,UNKNOWN,UNKNOWN,145
46796,Man Jie Guoxue Xilie: Chengyu Gushi,UNKNOWN,UNKNOWN,85
46797,Xiao Xiaocongming Xing,UNKNOWN,UNKNOWN,72
46806,Ha Li Xinsuan Koujue Tiantian Lian,UNKNOWN,UNKNOWN,48
46807,Yueliang Zhen de Baozang,UNKNOWN,UNKNOWN,30
46808,Sasami 14: Mahou Shoujo Pretty Sammy,UNKNOWN,"Comedy, Fantasy",UNKNOWN
46810,Fou Fou Zheng Nengliang,UNKNOWN,Comedy,10
46811,Qinshou Chaoren,UNKNOWN,Comedy,12
46817,Shuxiang Ji Zhi Tian Yu Chuanqi,UNKNOWN,UNKNOWN,26
46821,Wei Wo Du Shen,5.99,"Action, Fantasy",50
46823,Yingyu Guoshanche,UNKNOWN,UNKNOWN,82
46827,Qimiao Mengjing,UNKNOWN,UNKNOWN,26
46830,Dingding Mao Chengzhang Leyuan: Zhihui Senlin,UNKNOWN,UNKNOWN,100
46831,Dingding Mao Chengzhang Leyuan: Anquan Zhi Duoshao,UNKNOWN,UNKNOWN,100
46832,Zhihui Senlin,UNKNOWN,UNKNOWN,48
46834,Zhonghua Lizhi Lu,UNKNOWN,UNKNOWN,80
46835,Bo Lulu Wen Shijie,UNKNOWN,UNKNOWN,16
46837,Maoyan Xiaozi Bao Dada,UNKNOWN,UNKNOWN,26
46838,Dazhan Ren Xiong Po,UNKNOWN,UNKNOWN,12
46843,Hu Hu Xiaotiandi,UNKNOWN,UNKNOWN,32
46844,Senlin Xiao Zhen,UNKNOWN,Fantasy,96
46846,Miniforce: Super Dino Power,UNKNOWN,Action,52
46848,Choegangjeonsa Miniteuggongdae: Yeong-ung-ui Tansaeng,UNKNOWN,UNKNOWN,1
46853,Choegang Top Plate Part 2,UNKNOWN,"Action, Sports",13
46854,Mohuan Tuoluo II,UNKNOWN,Sports,30
46855,Mohuan Tuoluo: Ji Jia Zhan Che,UNKNOWN,Sports,30
46856,Mohuan Tuoluo: Ju Neng Yinqing,UNKNOWN,Sports,30
46857,Rexue Sanguo: Sanguo Dingli,UNKNOWN,Comedy,140
46858,Zheng Cheng Gong,UNKNOWN,UNKNOWN,52
46859,Rexue Sanguo: San Gu Maolu,UNKNOWN,Comedy,38
46860,Rexue Sanguo: Luanshi Tianxia,UNKNOWN,Comedy,82
46861,Rexue Sanguo: Guandu Zhi Zhan,UNKNOWN,UNKNOWN,64
46862,Zhugong Zai Na,UNKNOWN,Comedy,52
46864,Cha A Er Zhong,UNKNOWN,Comedy,10
46865,Cha A Er Zhong 2nd Season,UNKNOWN,Comedy,10
46866,Cha A Er Zhong 3rd Season,UNKNOWN,Comedy,10
46867,Cha A Er Zhong 4th Season,UNKNOWN,Comedy,14
46868,Cha A Er Zhong: Pao Mian Fan,UNKNOWN,Comedy,21
46869,Cha A Er Zhong: Nan Qin 501,UNKNOWN,Comedy,20
46870,Cha A Er Zhong: Ba Ba Ba,UNKNOWN,Comedy,20
46871,Cha A Er Zhong: Gaga Yi Ga Si,UNKNOWN,Comedy,20
46872,Cha A Er Zhong: Baoxiao Xiao Shipin,UNKNOWN,UNKNOWN,47
46873,Baoxiao Xiaoyuan,UNKNOWN,Comedy,50
46876,Zhiling Baobei,UNKNOWN,UNKNOWN,45
46879,Ranshao de Shucai,UNKNOWN,Fantasy,52
46880,Ranshao de Shucai: Shenqi Dalu,UNKNOWN,Fantasy,26
46881,Ranshao de Shucai: Jiayuan Baowei Zhan,UNKNOWN,Fantasy,52
46882,Shi Er Xing Hun: Zhanshi Di Juexing,UNKNOWN,Fantasy,52
46886,Booky Le Leyuan Xilie: Hao Xiguan Gushi,UNKNOWN,Fantasy,20
46888,Booky Le Leyuan Xilie: Shuxue Tiandi,UNKNOWN,Fantasy,16
46889,Huanqiu Tonghua Cheng: Antusheng Tonghua,UNKNOWN,UNKNOWN,58
46890,Agijongbeolle Popo,UNKNOWN,Fantasy,52
46892,Shuguo Baodian,UNKNOWN,Fantasy,20
46896,Chi Chi de Mimi Riji,UNKNOWN,UNKNOWN,26
46897,Chi Chi de Mimi Riji 2nd Season,UNKNOWN,UNKNOWN,26
46898,Banjiui Bimil-ilgi,UNKNOWN,Comedy,52
46902,Shanhai Qi Tan,UNKNOWN,"Adventure, Fantasy",26
46903,Yingxiong Fengzicai,UNKNOWN,UNKNOWN,10
46904,Mala Fuzi,UNKNOWN,UNKNOWN,100
46907,Dongnan Te Weidui,UNKNOWN,"Action, Sci-Fi",52
